001	DE-82-001
002	DE-82-002
003	DE-82-003
004	DE-82-004
005	DE-82-005
006	DE-82-006
007	DE-82-007
008	DE-82-008
009	DE-82-009
010	DE-82-010
011	DE-82-011
101	DE-82-101
102	DE-82-102
103	DE-82-103
107	DE-82-107
108	DE-82-108
109	DE-82-109
110	DE-82-110
115	DE-82-115
119	DE-82-119
127	DE-82-127
128	DE-82-128
201	DE-82-201
202	DE-82-202
203	DE-82-203
204	DE-82-204
205	DE-82-205
206	DE-82-206
207	DE-82-207
208	DE-82-208
209	DE-82-209
211	DE-82-211
212	DE-82-212
213	DE-82-213
215	DE-82-215
216	DE-82-216
217	DE-82-217
218	DE-82-218
219	DE-82-219
220	DE-82-220
221	DE-82-221
222	DE-82-222
223	DE-82-223
224	DE-82-224
230	DE-82-230
232	DE-82-232
233	DE-82-233
302	DE-82-302
303	DE-82-303
304	DE-82-304
305	DE-82-305
306	DE-82-306
307	DE-82-307
309	DE-82-309
310	DE-82-310
311	DE-82-311
312	DE-82-312
313	DE-82-313
314	DE-82-314
315	DE-82-315
316	DE-82-316
317	DE-82-317
318	DE-82-318
319	DE-82-319
320	DE-82-320
321	DE-82-321
322	DE-82-322
323	DE-82-323
324	DE-82-324
325	DE-82-325
326	DE-82-326
327	DE-82-327
328	DE-82-328
332	DE-82-332
333	DE-82-333
334	DE-82-334
335	DE-82-335
336	DE-82-336
337	DE-82-337
401	DE-82-401
402	DE-82-402
403	DE-82-403
404	DE-82-404
405	DE-82-405
406	DE-82-406
407	DE-82-407
408	DE-82-408
409	DE-82-409
410	DE-82-410
411	DE-82-411
412	DE-82-412
413	DE-82-413
414	DE-82-414
415	DE-82-415
416	DE-82-416
417	DE-82-417
418	DE-82-418
419	DE-82-419
420	DE-82-420
421	DE-82-421
423	DE-82-423
425	DE-82-425
426	DE-82-426
501	DE-82-501
502	DE-82-502
503	DE-82-503
505	DE-82-505
506	DE-82-506
507	DE-82-507
508	DE-82-508
509	DE-82-509
510	DE-82-510
511	DE-82-511
514	DE-82-514
520	DE-82-520
521	DE-82-521
522	DE-82-522
523	DE-82-523
601	DE-82-601
602	DE-82-602
603	DE-82-603
604	DE-82-604
608	DE-82-608
609	DE-82-609
611	DE-82-611
612	DE-82-612
613	DE-82-613
615	DE-82-615
618	DE-82-618
622	DE-82-622
625	DE-82-625
632	DE-82-632
637	DE-82-637
638	DE-82-638
701	DE-82-701
702	DE-82-702
703	DE-82-703
704a	DE-82-704a
704	DE-82-704
705	DE-82-705
706	DE-82-706
707	DE-82-707
709	DE-82-709
710	DE-82-710
711	DE-82-711
713	DE-82-713
714	DE-82-714
715a	DE-82-715a
715	DE-82-715
716	DE-82-716
717	DE-82-717
718	DE-82-718
719	DE-82-719
720	DE-82-720
721	DE-82-721
722	DE-82-722
723	DE-82-723
724	DE-82-724
725	DE-82-725
726	DE-82-726
727	DE-82-727
728	DE-82-728
729	DE-82-729
730	DE-82-730
731	DE-82-731
732	DE-82-732
733	DE-82-733
734	DE-82-734
735a	DE-82-735a
735	DE-82-735
736	DE-82-736
737	DE-82-737
738	DE-82-738
739a	DE-82-739a
739b	DE-82-739b
739c	DE-82-739c
739	DE-82-739
740	DE-82-740
741	DE-82-741
742	DE-82-742
743	DE-82-743
744	DE-82-744
745	DE-82-745
746	DE-82-746
748	DE-82-748
749	DE-82-749
750	DE-82-750
751	DE-82-751
752	DE-82-752
753	DE-82-753
754	DE-82-754
755	DE-82-755
756	DE-82-756
757	DE-82-757
758	DE-82-758
759	DE-82-759
761	DE-82-761
762	DE-82-762
763	DE-82-763
764	DE-82-764
765	DE-82-765
766	DE-82-766
767	DE-82-767
768	DE-82-768
769	DE-82-769
770	DE-82-770
771	DE-82-771
772	DE-82-772
773	DE-82-773
774	DE-82-774
775	DE-82-775
777	DE-82-777
778	DE-82-778
779	DE-82-779
780	DE-82-780
781	DE-82-781
783	DE-82-783
785	DE-82-785
786	DE-82-786
787	DE-82-787
788	DE-82-788
789	DE-82-789
790	DE-82-790
791	DE-82-791
792	DE-82-792
793	DE-82-793
AICES	DE-82
ARCHIV	DE-82
BIB2	DE-82
CHEMBIB	DE-82
EMPTY	DE-82
IZ	DE-82
LBS	DE-82
MEDBIB	DE-82
PNZ	DE-82
RES_SHARE	DE-82
SCHREIBZEN	DE-82
SEMAPP	DE-82
ZB	DE-82